ID,Abbr,ArXiv,ArXivDate,NewestDate,Title,Insitutions,Publish,DOI,Demo,Tags,Github,Authors
cao2024vnet,VNet,2408.06906v1,2024.08.13,2024.08.13,VNet: A GAN-based Multi-Tier Discriminator Network for Speech Synthesis Vocoders,XJU@CHN,SMC2024,,,Vocoder,,"Yubing Cao, Yongming Li, Liejun Wang, Yinfeng Yu"
wang2025vocalnet-m2,VocalNet-M2,2511.10232v1,2025.11.13,2025.11.13,VocalNet-M2: Advancing Low-Latency Spoken Language Modeling via Integrated Multi-Codebook Tokenization and Multi-Token Prediction,,,,,,,"Yuhao Wang, Ziyang Cheng, Heyang Liu, Ronghua Wu, Qunshan Gu, Yanfeng Wang, Yu Wang"
jiang2026vocodec,VoCodec,2606.05892v1,2026.06.04,2026.06.04,VoCodec: A Low-Bitrate Streamable Neural Speech Codec with Voicing-Driven Quantization,,,,,,,"Xiao-Hang Jiang, Yang Ai, Rui-Chen Zheng, Li-Rong Dai, Zhen-Hua Ling, Ji Wu"
siuzdak2023vocos,Vocos,2306.00814v3,2023.06.01,2024.05.29,Vocos: Closing the Gap Between Time-Domain and Fourier-Based Neural Vocoders for High-Quality Audio Synthesis,Gemelo AI,ICLR2024Poster,,,,,Hubert Siuzdak
le2023voicebox,Voicebox,2306.15687v2,2023.06.23,2023.10.19,Voicebox: Text-Guided Multilingual Universal Speech Generation at Scale,,NeurIPS2024,,,,,"Matthew Le, Apoorv Vyas, Bowen Shi, Brian Karrer, Leda Sari, Rashel Moritz, Mary Williamson, Vimal Manohar, Yossi Adi, Jay Mahadeokar, Wei-Ning Hsu"
peng2024voicecraft,VoiceCraft,2403.16973v3,2024.03.25,2024.06.14,VoiceCraft: Zero-Shot Speech Editing and Text-to-Speech in the Wild,,,,,,,"Puyuan Peng, Po-Yao Huang, Shang-Wen Li, Abdelrahman Mohamed, David Harwath"
sung-bin2025voicecraft-dub,VoiceCraft-Dub,2504.02386v1,2025.04.03,2025.04.03,VoiceCraft-Dub: Automated Video Dubbing with Neural Codec Language Models,,,,,,,"Kim Sung-Bin, Jeongsoo Choi, Puyuan Peng, Joon Son Chung, Tae-Hyun Oh, David Harwath"
zheng2025voicecraft-x,VoiceCraft-X,2511.12347v1,2025.11.15,2025.11.15,"VoiceCraft-X: Unifying Multilingual, Voice-Cloning Speech Synthesis and Speech Editing",,,,,,,"Zhisheng Zheng, Puyuan Peng, Anuj Diwan, Cong Phuoc Huynh, Xiaohang Sun, Zhu Liu, Vimal Bhat, David Harwath"
jung2024voicedit,VoiceDiT,2412.19259v1,2024.12.26,2024.12.26,VoiceDiT: Dual-Condition Diffusion Transformer for Environment-Aware Speech Synthesis,,,,,,,"Jaemin Jung, Junseok Ahn, Chaeyoung Jung, Tan Dat Nguyen, Youngjoon Jang, Joon Son Chung"
guo2023voiceflow,VoiceFlow,2309.05027v3,2023.09.10,2024.09.01,VoiceFlow: Efficient Text-to-Speech with Rectified Flow Matching,SJTU(X-LANCE)@CHN,ICASSP2024,,,,,"Yiwei Guo, Chenpeng Du, Ziyang Ma, Xie Chen, Kai Yu"
lee2023voiceldm,VoiceLDM,2309.13664v1,2023.09.24,2023.09.24,VoiceLDM: Text-to-Speech with Environmental Context,,,,,,,"Yeonghyeon Lee, Inmo Yeon, Juhan Nam, Joon Son Chung"
taigman2017voiceloop,VoiceLoop,1707.06588v3,2017.07.20,2018.02.01,VoiceLoop: Voice Fitting and Synthesis via a Phonological Loop,,ICLR2018,,,,,"Yaniv Taigman, Lior Wolf, Adam Polyak, Eliya Nachmani"
rijn2022voiceme,VoiceMe,2203.15379v2,2022.03.29,2022.07.11,VoiceMe: Personalized Voice Generation in TTS,"Max-Planck-Institute for Empirical Aesthetics, Human-Centered Artificial Intelligence, CharactrInc, University of Cambridge",InterSpeech2022,,,,,"Pol van Rijn, Silvan Mertes, Dominik Schiller, Piotr Dura, Hubert Siuzdak, Peter M. C. Harrison, Elisabeth André, Nori Jacoby"
hu2026voicesculptor,VoiceSculptor,2601.10629v2,2026.01.15,2026.01.20,"VoiceSculptor: Your Voice, Designed by You",,,,,,,"Jingbin Hu, Huakang Chen, Linhan Ma, Dake Guo, Qirui Zhan, Wenhao Li, Haoyu Zhang, Kangxiang Xia, Ziyu Zhang, Wenjie Tian, Chengyou Wang, Jinrui Liang, Shuhan Guo, Zihang Yang, Bengu Wu, Binbin Zhang, Pengcheng Zhu, Pengyuan Xie, Chuan Xie, Qiang Zhang, Jie Liu, Lei Xie"
kim2024voicetailor,VoiceTailor,2408.14739v2,2024.08.27,2024.08.28,VoiceTailor: Lightweight Plug-in Adapter for Diffusion-Based Personalized Text-to-Speech,"SNU@Korea, NVIDIA@USA",InterSpeech2024,,,,,"Heeseung Kim, Sang-gil Lee, Jiheum Yeom, Che Hyun Lee, Sungwon Kim, Sungroh Yoon"
mertes2024voicex,VoiceX,2408.12170v1,2024.08.22,2024.08.22,VoiceX: A Text-to-Speech Framework for Custom Voices,University of Augsburg@Germany,,,,,,"Silvan Mertes, Daksitha Withanage Don, Otto Grothe, Johanna Kuch, Ruben Schlagowski, Elisabeth André"
zhou2025voxcpm,VoxCPM,2509.24650v1,2025.09.29,2025.09.29,VoxCPM: Tokenizer-Free TTS for Context-Aware Speech Generation and True-to-Life Voice Cloning,,,,,TTS,https://github.com/OpenBMB/VoxCPM,"Yixuan Zhou, Guoyang Zeng, Xin Liu, Xiang Li, Renjie Yu, Ziyang Wang, Runchuan Ye, Weiyue Sun, Jiancheng Gui, Kehan Li, Zhiyong Wu, Zhiyuan Liu"
zhou2026voxcpm2,VoxCPM2,2606.06928v1,2026.06.05,2026.06.05,VoxCPM2 Technical Report,,,,,TTS,https://github.com/OpenBMB/VoxCPM,"Yixuan Zhou, Guoyang Zeng, Xin Liu, Xiang Li, Renjie Yu, Jiancheng Gui, Jiaheng Wu, Ziyang Wang, Xudong Shen, Runchuan Ye, Zhisheng Zhang, Jiuyang Zhou, Bingsong Bai, Weiyue Sun, Mengyuan Deng, Qundong Shi, Zhiyong Wu, Zhiyuan Liu"
zhou2024voxinstruct,VoxInstruct,2408.15676v1,2024.08.28,2024.08.28,VoxInstruct: Expressive Human Instruction-to-Speech Generation with Unified Multilingual Codec Language Modelling,,ACMMultimedia2024,"THU@CHN,THU(SZ)@CHN",,,,"Yixuan Zhou, Xiaoyu Qin, Zeyu Jin, Shuoyi Zhou, Shun Lei, Songtao Zhou, Zhiyong Wu, Jia Jia"
wang2021voxpopuli,VoxPopuli,2101.00390v2,2021.01.02,2021.07.27,"VoxPopuli: A Large-Scale Multilingual Speech Corpus for Representation Learning, Semi-Supervised Learning and Interpretation",,ACL2021,,,Dataset,,"Changhan Wang, Morgane Rivière, Ann Lee, Anne Wu, Chaitanya Talnikar, Daniel Haziza, Mary Williamson, Juan Pino, Emmanuel Dupoux"
maiti2023voxtlm,VoxtLM,2309.07937v3,2023.09.14,2024.01.24,Voxtlm: Unified Decoder-Only Models for Consolidating Speech Recognition/Synthesis and Speech/Text Continuation Tasks,,ICASSP2024,,,,,"Soumi Maiti, Yifan Peng, Shukjae Choi, Jee-weon Jung, Xuankai Chang, Shinji Watanabe"
mistral-ai2026voxtral,VoxtralTTS,2603.25551v2,2026.03.26,2026.04.06,Voxtral TTS,,,,,,,"Mistral-AI, Alexander H. Liu, Alexis Tacnet, Andy Ehrenberg, Andy Lo, Chen-Yo Sun, Guillaume Lample, Henry Lagarde, Jean-Malo Delignon, Jaeyoung Kim, John Harvill, Khyathi Raghavi Chandu, Lorenzo Signoretti, Margaret Jennings, Patrick von Platen, Pavankumar Reddy Muddireddy, Rohin Arora, Sanchit Gandhi, Samuel Humeau, Soham Ghosh, Srijan Mishra, Van Phung, Abdelaziz Bounhar, Abhinav Rastogi, Adrien Sade, Alan Jeffares, Albert Jiang, Alexandre Cahill, Alexandre Gavaudan, Alexandre Sablayrolles, Amelie Heliou, Amos You, Andrew Bai, Andrew Zhao, Angele Lenglemetz, Anmol Agarwal, Anton Eliseev, Antonia Calvi, Arjun Majumdar, Arthur Fournier, Artjom Joosen, Avi Sooriyarachchi, Aysenur Karaduman Utkur, Baptiste Bout, Baptiste Rozière, Baudouin De Monicault, Benjamin Tibi, Bowen Yang, Charlotte Cronjäger, Clemence Lanfranchi, Connor Chen, Corentin Barreau, Corentin Sautier, Cyprien Courtot, Darius Dabert, Diego de las Casas, Elizaveta Demyanenko, Elliot Chane-Sane, Emmanuel Gottlob, Enguerrand Paquin, Etienne Goffinet, Fabien Niel, Faruk Ahmed, Federico Baldassarre, Gabrielle Berrada, Gaëtan Ecrepont, Gauthier Guinet, Genevieve Hayes, Georgii Novikov, Giada Pistilli, Guillaume Kunsch, Guillaume Martin, Guillaume Raille, Gunjan Dhanuka, Gunshi Gupta, Han Zhou, Harshil Shah, Hope McGovern, Hugo Thimonier, Indraneel Mukherjee, Irene Zhang, Jacques Sun, Jan Ludziejewski, Jason Rute, Jeremie Dentan, Joachim Studnia, Jonas Amar, Josephine Delas, Josselin Somerville Roberts, Julien Tauran, Karmesh Yadav, Kartik Khandelwal, Kilian Tep, Kush Jain, Laurence Aitchison, Laurent Fainsin, Leonard Blier, Lingxiao Zhao, Louis Martin, Lucile Saulnier, Luyu Gao, Maarten Buyl, Manan Sharma, Marie Pellat, Mark Prins, Martin Alexandre, Mathieu Poiree, Mathieu Schmitt, Mathilde Guillaumin, Matthieu Dinot, Matthieu Futeral, Maxime Darrin, Maximilian Augustin, Mert Unsal, Mia Chiquier, Mikhail Biriuchinskii, Minh-Quang Pham, Mircea Lica, Morgane Rivière, Nathan Grinsztajn, Neha Gupta, Olivier Bousquet, Olivier Duchenne, Patricia Wang, Paul Jacob, Paul Wambergue, Paula Kurylowicz, Philippe Pinel, Philomène Chagniot, Pierre Stock, Piotr Miloś, Prateek Gupta, Pravesh Agrawal, Quentin Torroba, Ram Ramrakhya, Randall Isenhour, Rishi Shah, Romain Sauvestre, Roman Soletskyi, Rosalie Millner, Rupert Menneer, Sagar Vaze, Samuel Barry, Samuel Belkadi, Sandeep Subramanian, Sean Cha, Shashwat Verma, Siddhant Waghjale, Siddharth Gandhi, Simon Lepage, Sumukh Aithal, Szymon Antoniak, Tarun Kumar Vangani, Teven Le Scao, Theo Cachet, Theo Simon Sorg, Thibaut Lavril, Thomas Chabal, Thomas Foubert, Thomas Robert, Thomas Wang, Tim Lawson, Tom Bewley, Tom Edwards, Tyler Wang, Umar Jamil, Umberto Tomasini, Valeriia Nemychnikova, Vedant Nanda, Victor Jouault, Vincent Maladière, Vincent Pfister, Virgile Richard, Vladislav Bataev, Wassim Bouaziz, Wen-Ding Li, William Havard, William Marshall, Xinghui Li, Xingran Guo, Xinyu Yang, Yannic Neuhaus, Yassine El Ouahidi, Yassir Bendou, Yihan Wang, Yimu Pan, Zaccharie Ramzi, Zhenlin Xu"
esser2020taming,VQ-GAN,2012.09841v3,2020.12.17,2021.06.23,Taming Transformers for High-Resolution Image Synthesis,,,,,,,"Patrick Esser, Robin Rombach, Björn Ommer"
van2017neural,VQ-VAE,1711.00937v2,2017.11.02,2018.05.30,Neural Discrete Representation Learning,,NeurIPS2017,,,,,"Aaron van den Oord, Oriol Vinyals, Koray Kavukcuoglu"
baevski2019vq-wav2vec,VQ-Wav2Vec,1910.05453v3,2019.10.12,2020.02.16,vq-wav2vec: Self-Supervised Learning of Discrete Speech Representations,,,,,,,"Alexei Baevski, Steffen Schneider, Michael Auli"
chae2024variable,VRVQ,2410.06016v3,2024.10.08,2025.04.27,Variable Bitrate Residual Vector Quantization for Audio Coding,,,,,,,"Yunkee Chae, Woosung Choi, Yuhta Takida, Junghyun Koo, Yukara Ikemiya, Zhi Zhong, Kin Wai Cheuk, Marco A. Martínez-Ramírez, Kyogu Lee, Wei-Hsiang Liao, Yuki Mitsufuji"
chung2021w2v-bert,W2V-BERT,2108.06209v2,2021.08.07,2021.09.13,W2v-BERT: Combining Contrastive Learning and Masked Language Modeling for Self-Supervised Speech Pre-Training,,,,,,,"Yu-An Chung, Yu Zhang, Wei Han, Chung-Cheng Chiu, James Qin, Ruoming Pang, Yonghui Wu"
deng2024wav2prompt,Wav2Prompt,2406.00522v1,2024.06.01,2024.06.01,Wav2Prompt: End-to-End Speech Prompt Generation and Tuning for LLM in Zero and Few-Shot Learning,,,,,,,"Keqi Deng, Guangzhi Sun, Philip C. Woodland"
schneider2019wav2vec,Wav2Vec,1904.05862v4,2019.04.11,2019.09.11,wav2vec: Unsupervised Pre-Training for Speech Recognition,,,,,,,"Steffen Schneider, Alexei Baevski, Ronan Collobert, Michael Auli"
baevski2020wav2vec,Wav2Vec2.0,2006.11477v3,2020.06.20,2020.10.22,wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations,,,,,,,"Alexei Baevski, Henry Zhou, Abdelrahman Mohamed, Michael Auli"
ji2024wavchat,WavChat,2411.13577v2,2024.11.15,2024.11.26,WavChat: A Survey of Spoken Dialogue Models,,,,,Survey,,"Shengpeng Ji, Yifu Chen, Minghui Fang, Jialong Zuo, Jingyu Lu, Hanting Wang, Ziyue Jiang, Long Zhou, Shujie Liu, Xize Cheng, Xiaoda Yang, Zehan Wang, Qian Yang, Jian Li, Yidi Jiang, Jingzhen He, Yunfei Chu, Jin Xu, Zhou Zhao"
weiss2020wave-tacotron,Wave-Tacotron,2011.03568v2,2020.11.06,2021.02.05,Wave-Tacotron: Spectrogram-Free End-to-End Text-to-Speech Synthesis,,,,,,,"Ron J. Weiss, RJ Skerry-Ryan, Eric Battenberg, Soroosh Mariooryad, Diederik P. Kingma"
ping2019waveflow,WaveFlow,1912.01219v4,2019.12.03,2020.06.24,WaveFlow: A Compact Flow-Based Model for Raw Audio,,,,,,,"Wei Ping, Kainan Peng, Kexin Zhao, Zhao Song"
donahue2018adversarial,WaveGAN,1802.04208v3,2018.02.12,2019.02.09,Adversarial Audio Synthesis,,,,,,,"Chris Donahue, Julian McAuley, Miller Puckette"
prenger2018waveglow,WaveGlow,1811.00002v1,2018.10.31,2018.10.31,WaveGlow: A Flow-Based Generative Network for Speech Synthesis,,ICASSP2019,,,,,"Ryan Prenger, Rafael Valle, Bryan Catanzaro"
chen2021wavegrad2,WaveGrad2,2106.09660v2,2021.06.17,2021.06.19,WaveGrad 2: Iterative Refinement for Text-to-Speech Synthesis,,,,,,,"Nanxin Chen, Yu Zhang, Heiga Zen, Ron J. Weiss, Mohammad Norouzi, Najim Dehak, William Chan"
van2016wavenet,WaveNet,1609.03499v2,2016.09.12,2016.09.19,WaveNet: A Generative Model for Raw Audio,Google DeepMind,,,,Vocoder,,"Aaron van den Oord, Sander Dieleman, Heiga Zen, Karen Simonyan, Oriol Vinyals, Alex Graves, Nal Kalchbrenner, Andrew Senior, Koray Kavukcuoglu"
okamoto2023wavenext,WaveNeXt,,,,WaveNeXt: ConvNeXt-Based Fast Neural Vocoder without ISTFT Layer,,ASRU2023,https://doi.org/10.1109/ASRU57964.2023.10389765,https://ast-astrec.nict.go.jp/demo_samples/asru_2023_okamoto/index.html,Vocoder,https://www.okamotocamera.com/asru2023_wavenext.zip,"Takuma Okamoto, Haruki Yamashita, Yamato Ohtani, Tomoki Toda, Hisashi Kawai"
zhou2026wavenext2,WaveNeXt 2,2605.25506v1,2026.05.25,2026.05.25,WaveNeXt 2: ConvNeXt-Based Fast Neural Vocoders with Residual Denoising and Sub-Modeling for GAN and Diffusion Models,,,,,,,"Wangzixi Zhou, Takuma Okamoto, Yamato Ohtani, Sakriani Sakti, Hisashi Kawai"
kalchbrenner2018efficient,WaveRNN,1802.08435v2,2018.02.23,2018.06.25,Efficient Neural Audio Synthesis,,,,,,,"Nal Kalchbrenner, Erich Elsen, Karen Simonyan, Seb Noury, Norman Casagrande, Edward Lockhart, Florian Stimberg, Aaron van den Oord, Sander Dieleman, Koray Kavukcuoglu"
hu2024wavllm,WavLLM,2404.00656v3,2024.03.31,2024.09.21,WavLLM: Towards Robust and Adaptive Speech Large Language Model,,,,,,,"Shujie Hu, Long Zhou, Shujie Liu, Sanyuan Chen, Lingwei Meng, Hongkun Hao, Jing Pan, Xunying Liu, Jinyu Li, Sunit Sivasankaran, Linquan Liu, Furu Wei"
chen2021wavlm,WavLM,2110.13900v5,2021.10.26,2022.06.17,WavLM: Large-Scale Self-Supervised Pre-Training for Full Stack Speech Processing,,JSTSP2022,,,,,"Sanyuan Chen, Chengyi Wang, Zhengyang Chen, Yu Wu, Shujie Liu, Zhuo Chen, Jinyu Li, Naoyuki Kanda, Takuya Yoshioka, Xiong Xiao, Jian Wu, Long Zhou, Shuo Ren, Yanmin Qian, Yao Qian, Jian Wu, Michael Zeng, Xiangzhan Yu, Furu Wei"
chen2025wavrag,WavRAG,2502.14727v1,2025.02.20,2025.02.20,WavRAG: Audio-Integrated Retrieval Augmented Generation for Spoken Dialogue Models,,,,,,,"Yifu Chen, Shengpeng Ji, Haoxiao Wang, Ziqing Wang, Siyu Chen, Jinzheng He, Jin Xu, Zhou Zhao"
ji2024wavtokenizer,WavTokenizer,2408.16532v3,2024.08.29,2025.02.25,WavTokenizer: An Efficient Acoustic Discrete Codec Tokenizer for Audio Language Modeling,"ZJU@CHN, AlibabaGroup@CHN, Meta(FAIR)@USA",ICLR2025,,,,,"Shengpeng Ji, Ziyue Jiang, Wen Wang, Yifu Chen, Minghui Fang, Jialong Zuo, Qian Yang, Xize Cheng, Zehan Wang, Ruiqi Li, Ziang Zhang, Xiaoda Yang, Rongjie Huang, Yidi Jiang, Qian Chen, Siqi Zheng, Zhou Zhao"
yao2021wenet,WeNet,2102.01547v5,2021.02.02,2021.12.29,WeNet: Production Oriented Streaming and Non-Streaming End-to-End Speech Recognition Toolkit,,,,,,,"Zhuoyuan Yao, Di Wu, Xiong Wang, Binbin Zhang, Fan Yu, Chao Yang, Zhendong Peng, Xiaoyu Chen, Lei Xie, Xin Lei"
zhang2022wenet2,WeNet2.0,2203.15455v2,2022.03.29,2022.07.05,WeNet 2.0: More Productive End-to-End Speech Recognition Toolkit,,,,,,,"Binbin Zhang, Di Wu, Zhendong Peng, Xingchen Song, Zhuoyuan Yao, Hang Lv, Lei Xie, Chao Yang, Fuping Pan, Jianwei Niu"
zhang2021wenetspeech,WenetSpeech,2110.03370v5,2021.10.07,2022.02.23,WenetSpeech: A 10000+ Hours Multi-Domain Mandarin Corpus for Speech Recognition,,,,,,,"Binbin Zhang, Hang Lv, Pengcheng Guo, Qijie Shao, Chao Yang, Lei Xie, Xin Xu, Hui Bu, Xiaoyu Chen, Chenchen Zeng, Di Wu, Zhendong Peng"
wang2026wenetspeech-wu,WenetSpeech-Wu,2601.11027v1,2026.01.16,2026.01.16,"WenetSpeech-Wu: Datasets, Benchmarks, and Models for a Unified Chinese Wu Dialect Speech Processing Ecosystem",,,,,,,"Chengyou Wang, Mingchen Shao, Jingbin Hu, Zeyu Zhu, Hongfei Xue, Bingshen Mu, Xin Xu, Xingyi Duan, Binbin Zhang, Pengcheng Zhu, Chuang Ding, Xiaojun Zhang, Hui Bu, Lei Xie"
ma2024wenetspeech4tts,WenetSpeech4TTS,2406.05763v3,2024.06.09,2024.06.19,"WenetSpeech4TTS: A 12,800-Hour Mandarin TTS Corpus for Large Speech Generation Model Benchmark","NPU(ASLP)@CHN, SRIBD@CHN, CUHK(SZ)@CHN, Shanghai Bigmelon Technology, WeNet Open Source Community",InterSpeech2024,,,,,"Linhan Ma, Dake Guo, Kun Song, Yuepeng Jiang, Shuai Wang, Liumeng Xue, Weiming Xu, Huan Zhao, Binbin Zhang, Lei Xie"
radford2022robust,Whisper,2212.04356v1,2022.12.06,2022.12.06,Robust Speech Recognition via Large-Scale Weak Supervision,,,,,ASR,,"Alec Radford, Jong Wook Kim, Tao Xu, Greg Brockman, Christine McLeavey, Ilya Sutskever"
verma2024whisper-gpt,Whisper-GPT,2412.11449v2,2024.12.16,2026.06.09,Whisper-GPT -- Continuous Discrete Hybrid Representation Language Models for Speech and Music,,,,,,,Prateek Verma
zhou2024wmcodec,WMCodec,2409.12121v3,2024.09.18,2024.12.27,WMCodec: End-to-End Neural Speech Codec with Deep Watermarking for Authenticity Verification,,,,,,,"Junzuo Zhou, Jiangyan Yi, Yong Ren, Jianhua Tao, Tao Wang, Chu Yuan Zhang"
morise2015world,WORLD,,,2015.11.11,WORLD: A Vocoder-Based High-Quality Speech Synthesis System for Real-Time Applications,University of Yamanashi,TransInf2015,https://doi.org/10.1587/transinf.2015EDP7457,,Vocoder,http://ml.cs.yamanashi.ac.jp/world/,"Masanori Morise, Fumiya Yokomori, Kenji Ozawa"
ye2024codec,X-Codec,2408.17175v3,2024.08.30,2024.11.27,Codec Does Matter: Exploring the Semantic Shortcoming of Codec for Audio Language Model,"HKUST@CHN, USTB@CHN, HKBU@CHN, Microsoft, CUHK@CHN",,,,,,"Zhen Ye, Peiwen Sun, Jiahe Lei, Hongzhan Lin, Xu Tan, Zheqi Dai, Qiuqiang Kong, Jianyi Chen, Jiahao Pan, Qifeng Liu, Yike Guo, Wei Xue"
lu2020xiaoicesing,Xiaoicesing,2006.06261v1,2020.06.11,2020.06.11,XiaoiceSing: A High-Quality and Integrated Singing Voice Synthesis System,,,,,SVS,,"Peiling Lu, Jie Wu, Jian Luan, Xu Tan, Li Zhou"
wang2022xiaoicesing2,Xiaoicesing2,2210.14666v2,2022.10.26,2022.10.28,Xiaoicesing 2: A High-Fidelity Singing Voice Synthesizer Based on Generative Adversarial Network,,,,,SVS,,"Chunhui Wang, Chang Zeng, Xing He"
babu2021xls-r,XLS-R,2111.09296v3,2021.11.17,2021.12.16,XLS-R: Self-Supervised Cross-Lingual Speech Representation Learning at Scale,,,,,,,"Arun Babu, Changhan Wang, Andros Tjandra, Kushal Lakhotia, Qiantong Xu, Naman Goyal, Kritika Singh, Patrick von Platen, Yatharth Saraf, Juan Pino, Alexei Baevski, Alexis Conneau, Michael Auli"
conneau2020unsupervised,XLSR,2006.13979v2,2020.06.24,2020.12.15,Unsupervised Cross-lingual Representation Learning for Speech Recognition,,,,,,,"Alexis Conneau, Alexei Baevski, Ronan Collobert, Abdelrahman Mohamed, Michael Auli"
casanova2024xtts,XTTS,2406.04904v1,2024.06.07,2024.06.07,XTTS: A Massively Multilingual Zero-Shot Text-to-Speech Model,,,,,,,"Edresson Casanova, Kelly Davis, Eren Gölge, Görkem Göknar, Iulian Gulea, Logan Hart, Aya Aljafari, Joshua Meyer, Reuben Morais, Samuel Olayemi, Julian Weber"
gong2025xy-tokenizer,XY-Tokenizer,2506.23325v2,2025.06.29,2025.07.09,XY-Tokenizer: Mitigating the Semantic-Acoustic Conflict in Low-Bitrate Speech Codecs,,,,,,,"Yitian Gong, Luozhijie Jin, Ruifan Deng, Dong Zhang, Xin Zhang, Qinyuan Cheng, Zhaoye Fei, Shimin Li, Xipeng Qiu"
cheveigne2002yin,YIN,,2001.06.07,2002.01.09,YIN: A Fundamental Frequency Estimator for Speech and Music,,ASA2002,https://doi.org/10.1121/1.1458024,,,,"Alain de Cheveigne, Hideki Kawahara"
hao2026yingmusic-singer-plus,YingMusic-Singer-Plus,2603.24589v2,2026.03.25,2026.04.09,YingMusic-Singer-Plus: Controllable Singing Voice Synthesis With Flexible Lyric Manipulation and Annotation-Free Melody Guidance,,,,,SVS,,"Chunbo Hao, Junjie Zheng, Guobin Ma, Yuepeng Jiang, Huakang Chen, Wenjie Tian, Gongyu Chen, Zihao Chen, Lei Xie"
casanova2021yourtts,YourTTS,2112.02418v4,2021.12.04,2023.04.30,YourTTS: Towards Zero-Shot Multi-Speaker TTS and Zero-Shot Voice Conversion for Everyone,,,,,,,"Edresson Casanova, Julian Weber, Christopher Shulby, Arnaldo Candido Junior, Eren Gölge, Moacir Antonelli Ponti"
yao2023zipformer,Zipformer,2310.11230v4,2023.10.17,2024.04.10,Zipformer: A Faster and Better Encoder for Automatic Speech Recognition,,,,,,,"Zengwei Yao, Liyong Guo, Xiaoyu Yang, Wei Kang, Fangjun Kuang, Yifan Yang, Zengrui Jin, Long Lin, Daniel Povey"
zhu2025zipvoice,ZipVoice,2506.13053v3,2025.06.16,2025.08.07,ZipVoice: Fast and High-Quality Zero-Shot Text-to-Speech with Flow Matching,,,,,,,"Han Zhu, Wei Kang, Zengwei Yao, Liyong Guo, Fangjun Kuang, Zhaoqing Li, Weiji Zhuang, Long Lin, Daniel Povey"
zhu2025zipvoice-dialog,ZipVoice-Dialog,2507.09318v2,2025.07.12,2026.04.14,ZipVoice-Dialog: Non-Autoregressive Spoken Dialogue Generation with Flow Matching,,,,,,,"Han Zhu, Wei Kang, Liyong Guo, Zengwei Yao, Fangjun Kuang, Weiji Zhuang, Zhaoqing Li, Zhifeng Han, Dong Zhang, Xin Zhang, Xingchen Song, Lingxuan Ye, Long Lin, Daniel Povey"
graves2012sequence,,1211.3711v1,2012.11.14,2012.11.14,Sequence Transduction with Recurrent Neural Networks,,,,,,,Alex Graves
graves2013generating,,1308.0850v5,2013.08.04,2014.06.05,Generating Sequences with Recurrent Neural Networks,,,,,,,Alex Graves
jimenez2015variational,,1505.05770v6,2015.05.21,2016.06.14,Variational Inference with Normalizing Flows,Google@USA,ICML2015,,,,,"Danilo Jimenez Rezende, Shakir Mohamed"
bahdanau2015end,,1508.04395v2,2015.08.18,2016.03.14,End-to-End Attention-Based Large Vocabulary Speech Recognition,,ICASSP2016,,,,,"Dzmitry Bahdanau, Jan Chorowski, Dmitriy Serdyuk, Philemon Brakel, Yoshua Bengio"
boesen2015autoencoding,,1512.09300v2,2015.12.31,2016.02.10,Autoencoding Beyond Pixels Using a Learned Similarity Metric,,ICML2016,,,,,"Anders Boesen Lindbo Larsen, Søren Kaae Sønderby, Hugo Larochelle, Ole Winther"
mostafazadeh2016corpus,,1604.01696v1,2016.04.06,2016.04.06,A Corpus and Evaluation Framework for Deeper Understanding of Commonsense Stories,,,,,,,"Nasrin Mostafazadeh, Nathanael Chambers, Xiaodong He, Devi Parikh, Dhruv Batra, Lucy Vanderwende, Pushmeet Kohli, James Allen"
dinh2016density,,1605.08803v3,2016.05.27,2017.02.27,Density Estimation Using Real NVP,,ICLR2017,,,,,"Laurent Dinh, Jascha Sohl-Dickstein, Samy Bengio"
briot2017deep,,1709.01620v4,2017.09.05,2019.08.07,Deep Learning Techniques for Music Generation -- A Survey,,,,,Survey,,"Jean-Pierre Briot, Gaëtan Hadjeres, François-David Pachet"
shaw2018self,,1803.02155v2,2018.03.06,2018.04.12,Self-Attention with Relative Position Representations,,ACL2018,,,,,"Peter Shaw, Jakob Uszkoreit, Ashish Vaswani"
barker2018fifth,,1803.10609v1,2018.03.28,2018.03.28,"The fifth 'CHiME' Speech Separation and Recognition Challenge: Dataset, Task and Baselines",,,,,Dataset,,"Jon Barker, Shinji Watanabe, Emmanuel Vincent, Jan Trmal"
jia2018transfer,,1806.04558v4,2018.06.12,2019.01.02,Transfer Learning From Speaker Verification to Multispeaker Text-to-Speech Synthesis,,NeurIPS2018,,,,,"Ye Jia, Yu Zhang, Ron J. Weiss, Quan Wang, Jonathan Shen, Fei Ren, Zhifeng Chen, Patrick Nguyen, Ruoming Pang, Ignacio Lopez Moreno, Yonghui Wu"
zhang2018learning,,1812.04342v2,2018.12.11,2019.02.14,Learning Latent Representations for Style Control and Transfer in End-to-End Speech Synthesis,,ICASSP2019,,,,,"Ya-Jie Zhang, Shifeng Pan, Lei He, Zhen-Hua Ling"
zhang2018learning,,1812.04342v2,2018.12.11,2019.02.14,Learning Latent Representations for Style Control and Transfer in End-to-End Speech Synthesis,,,,,,,"Ya-Jie Zhang, Shifeng Pan, Lei He, Zhen-Hua Ling"
almeida2019word,,1901.09069v2,2019.01.25,2023.05.02,Word Embeddings: A Survey,,,,,Survey,,"Felipe Almeida, Geraldo Xexéo"
