ID,Abbr,ArXiv,ArXivDate,NewestDate,Title,Insitutions,Publish,DOI,Demo,Tags,Github,Authors
bai2022a3t,A3T,2203.09690v2,2022.03.18,2022.06.18,A$^3$T: Alignment-Aware Acoustic and Text Pretraining for Speech Synthesis and Editing,,ICML2022,,,,,"He Bai, Renjie Zheng, Junkun Chen, Xintong Li, Mingbo Ma, Liang Huang"
shen2023acoustic,aBPE,2310.14580v4,2023.10.23,2024.01.15,Acoustic BPE for Speech Generation with Discrete Tokens,,,,,,,"Feiyu Shen, Yiwei Guo, Chenpeng Du, Xie Chen, Kai Yu"
wang2024attention,ACI,2404.19723v2,2024.04.30,2024.10.18,Attention-Constrained Inference for Robust Decoder-Only Text-to-Speech,,,,,,,"Hankun Wang, Chenpeng Du, Yiwei Guo, Shuai Wang, Xie Chen, Kai Yu"
shazeer2018adafactor,Adafactor,1804.04235v1,2018.04.11,2018.04.11,Adafactor: Adaptive Learning Rates with Sublinear Memory Cost,,,,,Optimizer,,"Noam Shazeer, Mitchell Stern"
lv2023adalomo,AdaLomo,2310.10195v3,2023.10.16,2024.06.06,AdaLomo: Low-Memory Optimization with Adaptive Learning Rate,,,,,Optimizer,,"Kai Lv, Hang Yan, Qipeng Guo, Haijun Lv, Xipeng Qiu"
kingma2014adam,Adam,1412.6980v9,2014.12.22,2017.01.30,Adam: A Method for Stochastic Optimization,,ICLR2015,,,Optimizer,,"Diederik P. Kingma, Jimmy Ba"
loshchilov2017decoupled,AdamW,1711.05101v3,2017.11.14,2019.01.04,Decoupled Weight Decay Regularization,University of Freiburg@DEU,ICLR2019,,,Optimizer,,"Ilya Loshchilov, Frank Hutter"
xu2019understanding,AdaNorm,1911.07013v1,2019.11.16,2019.11.16,Understanding and Improving Layer Normalization,,,,,Normalization,,"Jingjing Xu, Xu Sun, Zhiyuan Zhang, Guangxiang Zhao, Junyang Lin"
chen2021adaspeech,AdaSpeech,2103.00993v1,2021.03.01,2021.03.01,AdaSpeech: Adaptive Text to Speech for Custom Voice,,,,,TTS,,"Mingjian Chen, Xu Tan, Bohan Li, Yanqing Liu, Tao Qin, Sheng Zhao, Tie-Yan Liu"
yan2021adaspeech2,AdaSpeech2,2104.09715v1,2021.04.20,2021.04.20,AdaSpeech 2: Adaptive Text to Speech with Untranscribed Data,,,,,TTS,,"Yuzi Yan, Xu Tan, Bohan Li, Tao Qin, Sheng Zhao, Yuan Shen, Tie-Yan Liu"
yan2021adaspeech3,AdaSpeech3,2107.02530v1,2021.07.06,2021.07.06,AdaSpeech 3: Adaptive Text to Speech for Spontaneous Style,,,,,TTS,,"Yuzi Yan, Xu Tan, Bohan Li, Guangyan Zhang, Tao Qin, Sheng Zhao, Yuan Shen, Wei-Qiang Zhang, Tie-Yan Liu"
wu2022adaspeech4,AdaSpeech4,2204.00436v1,2022.04.01,2022.04.01,AdaSpeech 4: Adaptive Text to Speech in Zero-Shot Scenarios,,,,,TTS,,"Yihan Wu, Xu Tan, Bohan Li, Lei He, Sheng Zhao, Ruihua Song, Tao Qin, Tie-Yan Liu"
pagliardini2024ademamix,AdEMAMix,2409.03137v2,2024.09.05,2024.09.27,"The AdEMAMix Optimizer: Better, Faster, Older",,,,,Optimizer,,"Matteo Pagliardini, Pierre Ablin, David Grangier"
dhariwal2021diffusion,ADM,2105.05233v4,2021.05.11,2021.06.01,Diffusion Models Beat GANs on Image Synthesis,,,,,,,"Prafulla Dhariwal, Alex Nichol"
shi2026affectcodec,AffectCodec,2605.11098v1,2026.05.11,2026.05.11,AffectCodec: Emotion-Preserving Neural Speech Codec for Expressive Speech Modeling,,,,,Codec,,"Jiacheng Shi, Hongfei Du, Xinyuan Song, Y. Alicia Hong, Yanfu Zhang, Ye Gao"
lian2024affectgpt,AffectGPT,2407.07653v1,2024.07.10,2024.07.10,AffectGPT: Dataset and Framework for Explainable Multimodal Emotion Recognition,,,,,,,"Zheng Lian, Haiyang Sun, Licai Sun, Jiangyan Yi, Bin Liu, Jianhua Tao"
qi2026affectspeech,AffectSpeech,2604.04160v1,2026.04.05,2026.04.05,AffectSpeech: A Large-Scale Emotional Speech Dataset with Fine-Grained Textual Descriptions for Speech Emotion Captioning and Synthesis,,,,,Dataset,,"Tianhua Qi, Wenming Zheng, Björn W. Schuller, Zhaojie Luo, Haizhou Li"
bu2017aishell-1,AISHELL-1,1709.05522v1,2017.09.16,2017.09.16,AISHELL-1: An Open-Source Mandarin Speech Corpus and a Speech Recognition Baseline,,,,,Dataset,,"Hui Bu, Jiayu Du, Xingyu Na, Bengu Wu, Hao Zheng"
du2018aishell-2,AISHELL-2,1808.10583v2,2018.08.31,2018.09.13,AISHELL-2: Transforming Mandarin ASR Research Into Industrial Scale,,,,,Dataset,,"Jiayu Du, Xingyu Na, Xuechen Liu, Hui Bu"
shi2020aishell-3,AISHELL-3,2010.11567v2,2020.10.22,2021.04.22,AISHELL-3: A Multi-Speaker Mandarin TTS Corpus and the Baselines,,,,,Dataset,,"Yao Shi, Hui Bu, Xin Xu, Shaoji Zhang, Ming Li"
fu2021aishell-4,AISHELL-4,2104.03603v4,2021.04.08,2021.08.10,"AISHELL-4: An Open Source Dataset for Speech Enhancement, Separation, Recognition and Speaker Diarization in Conference Scenario",,,,,Dataset,,"Yihui Fu, Luyao Cheng, Shubo Lv, Yukai Jv, Yuxiang Kong, Zhuo Chen, Yanxin Hu, Lei Xie, Jian Wu, Hui Bu, Xin Xu, Jun Du, Jingdong Chen"
dai2025aishell-5,AISHELL-5,2505.23036v1,2025.05.29,2025.05.29,AISHELL-5: The First Open-Source in-Car Multi-Channel Multi-Speaker Speech Dataset for Automatic Speech Diarization and Recognition,,,,,Dataset,,"Yuhang Dai, He Wang, Xingchen Li, Zihan Zhang, Shuiyuan Wang, Lei Xie, Xin Xu, Hongxiao Guo, Shaoji Zhang, Hui Bu, Wei Chen"
chen2022aishell-ner,AISHELL-NER,2202.08533v1,2022.02.17,2022.02.17,AISHELL-NER: Named Entity Recognition from Chinese Speech,,,,,Dataset,,"Boli Chen, Guangwei Xu, Xiaobin Wang, Pengjun Xie, Meishan Zhang, Fei Huang"
press2021train,AliBi,2108.12409v2,2021.08.27,2022.04.22,"Train Short, Test Long: Attention with Linear Biases Enables Input Length Extrapolation",,,,,,,"Ofir Press, Noah A. Smith, Mike Lewis"
lin2024align-slm,Align-SLM,2411.01834v2,2024.11.04,2025.05.27,Align-SLM: Textless Spoken Language Models with Reinforcement Learning From AI Feedback,,,,,,,"Guan-Ting Lin, Prashanth Gurunath Shivakumar, Aditya Gourav, Yile Gu, Ankur Gandhe, Hung-yi Lee, Ivan Bulyko"
zeng2020aligntts,AlignTTS,2003.01950v1,2020.03.04,2020.03.04,AlignTTS: Efficient Feed-Forward Text-to-Speech System without Explicit Alignment,,ICASSP2020,,,TTS,,"Zhen Zeng, Jianzong Wang, Ning Cheng, Tian Xia, Jing Xiao"
zhang2023amphion,Amphion,2312.09911v3,2023.12.15,2024.09.16,"Amphion: An Open-Source Audio, Music and Speech Generation Toolkit","CUHK(SZ)@CHN, SRIBD@CHN, ShanghaiAILab@CHN",,,,,,"Xueyao Zhang, Liumeng Xue, Yicheng Gu, Yuancheng Wang, Jiaqi Li, Haorui He, Chaoren Wang, Songting Liu, Xi Chen, Junan Zhang, Zihao Fang, Haopeng Chen, Tze Ying Tang, Lexiao Zou, Mingxuan Wang, Jun Han, Kai Chen, Haizhou Li, Zhizheng Wu"
zhan2024anygpt,AnyGPT,2402.12226v5,2024.02.19,2025.09.08,AnyGPT: Unified Multimodal LLM with Discrete Sequence Modeling,,,,,,,"Jun Zhan, Junqi Dai, Jiasheng Ye, Yunhua Zhou, Dong Zhang, Zhigeng Liu, Xin Zhang, Ruibin Yuan, Ge Zhang, Linyang Li, Hang Yan, Jie Fu, Tao Gui, Tianxiang Sun, Yu-Gang Jiang, Xipeng Qiu"
chung2019an,APC,1904.03240v2,2019.04.05,2019.06.19,An Unsupervised Autoregressive Model for Speech Representation Learning,,,,,,,"Yu-An Chung, Wei-Ning Hsu, Hao Tang, James Glass"
ai2024apcodec,APCodec,2402.10533v2,2024.02.16,2024.09.24,APCodec: A Neural Audio Codec with Parallel Amplitude and Phase Spectrum Encoding and Decoding,,,,,,,"Yang Ai, Xiao-Hang Jiang, Ye-Xin Lu, Hui-Peng Du, Zhen-Hua Ling"
du2024apcodec+,APCodec+,2410.22807v1,2024.10.30,2024.10.30,APCodec+: A Spectrum-Coding-Based High-Fidelity and High-Compression-Rate Neural Audio Codec with Staged Training Paradigm,,,,,Codec,,"Hui-Peng Du, Yang Ai, Rui-Chen Zheng, Zhen-Hua Ling"
ai2023apnet,APNet,2305.07952v1,2023.05.13,2023.05.13,APNet: An All-Frame-Level Neural Vocoder Incorporating Direct Prediction of Amplitude and Phase Spectra,,,,,Vocoder,,"Yang Ai, Zhen-Hua Ling"
du2023apnet2,APNet2,2311.11545v1,2023.11.20,2023.11.20,APNet2: High-Quality and High-Efficiency Neural Vocoder with Direct Prediction of Amplitude and Phase Spectra,,,,,Vocoder,,"Hui-Peng Du, Ye-Xin Lu, Yang Ai, Zhen-Hua Ling"
wu2026archi-tts,ARCHI-TTS,2602.05207v1,2026.02.05,2026.02.05,ARCHI-TTS: A Flow-Matching-Based Text-to-Speech Model with Self-Supervised Semantic Aligner and Accelerated Inference,,,,,TTS,,"Chunyat Wu, Jiajun Deng, Zhengxi Liu, Zheqi Dai, Haolin He, Qiuqiang Kong"
liu2024autoregressive,ARDiT,2406.05551v1,2024.06.08,2024.06.08,Autoregressive Diffusion Transformer for Text-to-Speech Synthesis,,,,,TTS,,"Zhijun Liu, Shuai Wang, Sho Inoue, Qibing Bai, Haizhou Li"
jun2024coding,Articulatory Encodec,2406.12998v4,2024.06.18,2024.12.14,Coding Speech Through Vocal Tract Kinematics,University of California Berkeley@USA,,,,,,"Cheol Jun Cho, Peter Wu, Tejas S. Prabhune, Dhruv Agarwal, Gopala K. Anumanchipalli"
ye2023asq,ASQ,,,2023.12.26,ASQ: An Ultra-Low Bit Rate ASR-Oriented Speech Quantization Method,,LSP2023,https://doi.org/10.1109/LSP.2023.3347148,,,,"Lingxuan Ye, Changfeng Gao, Gaodeng Cheng, Liuping Luo, Qingwei Zhao"
chi2020audio,Audio ALBERT,2005.08575v5,2020.05.18,2021.05.03,Audio ALBERT: A Lite BERT for Self-Supervised Learning of Audio Representation,,,,,SSL,,"Po-Han Chi, Pei-Hung Chung, Tsung-Han Wu, Chun-Cheng Hsieh, Yen-Hao Chen, Shang-Wen Li, Hung-yi Lee"
kong2024audio,Audio Flamingo,2402.01831v3,2024.02.02,2024.05.28,Audio Flamingo: A Novel Audio Language Model with Few-Shot Learning and Dialogue Abilities,,,,,,,"Zhifeng Kong, Arushi Goel, Rohan Badlani, Wei Ping, Rafael Valle, Bryan Catanzaro"
vyas2023audiobox,Audiobox,2312.15821v1,2023.12.25,2023.12.25,Audiobox: Unified Audio Generation with Natural Language Prompts,,,,,,,"Apoorv Vyas, Bowen Shi, Matthew Le, Andros Tjandra, Yi-Chiao Wu, Baishan Guo, Jiemin Zhang, Xinyue Zhang, Robert Adkins, William Ngan, Jeff Wang, Ivan Cruz, Bapi Akula, Akinniyi Akinyemi, Brian Ellis, Rashel Moritz, Yael Yungster, Alice Rakotoarison, Liang Tan, Chris Summers, Carleigh Wood, Joshua Lane, Mary Williamson, Wei-Ning Hsu"
chen2026audiochat,AudioChat,2602.17097v1,2026.02.19,2026.02.19,"AudioChat: Unified Audio Storytelling, Editing, and Understanding With Transfusion Forcing",,,,,,,"William Chen, Prem Seetharaman, Rithesh Kumar, Oriol Nieto, Shinji Watanabe, Justin Salamon, Zeyu Jin"
fathullah2023audiochatllama,AudioChatLLaMA,2311.06753v2,2023.11.12,2024.04.12,AudioChatLLaMA: Towards General-Purpose Speech Abilities for LLMs,,,,,,,"Yassir Fathullah, Chunyang Wu, Egor Lakomkin, Ke Li, Junteng Jia, Yuan Shangguan, Jay Mahadeokar, Ozlem Kalinli, Christian Fuegen, Mike Seltzer"
wu2023audiodec,AudioDec,2305.16608v1,2023.05.26,2023.05.26,AudioDec: An Open-Source Streaming High-Fidelity Neural Audio Codec,,,,,Codec,,"Yi-Chiao Wu, Israel D. Gebru, Dejan Marković, Alexander Richard"
kreuk2022audiogen,AudioGen,2209.15352v2,2022.09.30,2023.03.05,AudioGen: Textually Guided Audio Generation,,,,,,,"Felix Kreuk, Gabriel Synnaeve, Adam Polyak, Uriel Singer, Alexandre Défossez, Jade Copet, Devi Parikh, Yaniv Taigman, Yossi Adi"
huang2023audiogpt,AudioGPT,2304.12995v1,2023.04.25,2023.04.25,"AudioGPT: Understanding and Generating Speech, Music, Sound, and Talking Head",,,,,,,"Rongjie Huang, Mingze Li, Dongchao Yang, Jiatong Shi, Xuankai Chang, Zhenhui Ye, Yuning Wu, Zhiqing Hong, Jiawei Huang, Jinglin Liu, Yi Ren, Zhou Zhao, Shinji Watanabe"
borsos2022audiolm,AudioLM,2209.03143v2,2022.09.07,2023.07.26,AudioLM: A Language Modeling Approach to Audio Generation,,,,,,,"Zalán Borsos, Raphaël Marinier, Damien Vincent, Eugene Kharitonov, Olivier Pietquin, Matt Sharifi, Dominik Roblek, Olivier Teboul, David Grangier, Marco Tagliasacchi, Neil Zeghidour"
k.2023audiopalm,AudioPaLM,2306.12925v1,2023.06.22,2023.06.22,AudioPaLM: A Large Language Model That Can Speak and Listen,,,,,,,"Paul K. Rubenstein, Chulayuth Asawaroengchai, Duc Dung Nguyen, Ankur Bapna, Zalán Borsos, Felix de Chaumont Quitry, Peter Chen, Dalia El Badawy, Wei Han, Eugene Kharitonov, Hannah Muckenhirn, Dirk Padfield, James Qin, Danny Rozenberg, Tara Sainath, Johan Schalkwyk, Matt Sharifi, Michelle Tadmor Ramanovich, Marco Tagliasacchi, Alexandru Tudor, Mihajlo Velimirović, Damien Vincent, Jiahui Yu, Yongqiang Wang, Vicky Zayats, Neil Zeghidour, Yu Zhang, Zhishuai Zhang, Lukas Zilka, Christian Frank"
wang2026augcodec,AugCodec,2606.21893v1,2026.06.20,2026.06.20,AugCodec: A Low-Bitrate Disentangled Neural Speech Codec via Data Augmentation,,,,,Codec,,"Dongmei Wang, Xiaohang Sun, Yang Liu, Fanjie Kong, Abhishek Yanamandra, Abhinav Jain, Daniel Tompkins, Woohyun Kang, Najmeh Sadoughi, Sunil Hadap, Xiang Hao, Zhu Liu, Caren Chen"
bak2022avocodo,Avocodo,2206.13404v3,2022.06.27,2023.01.03,Avocodo: Generative Adversarial Network for Artifact-Free Vocoder,,,,,Vocoder,,"Taejun Bak, Junmo Lee, Hanbin Bae, Jinhyeok Yang, Jae-Sung Bae, Young-Sun Joo"
tian2026bagpiper,Bagpiper,2602.05220v3,2026.02.05,2026.06.22,Bagpiper: Solving Open-Ended Audio Tasks via Rich Captions,,,,,,,"Jinchuan Tian, Haoran Wang, Bo-Hao Su, Chien-yu Huang, Qingzheng Wang, Jiatong Shi, William Chen, Xun Gong, Siddhant Arora, Chin-Jou Li, Masao Someki, Takashi Maekaku, Keita Goto, Yusuke Shinohara, Jin Sakuma, Chao-Han Huck Yang, Shinji Watanabe"
tian2026bagpiper-tts,Bagpiper-TTS,2606.22811v1,2026.06.22,2026.06.22,Bagpiper-TTS: Natural Language Guided Universal Speech Synthesis,,,,,TTS,,"Jinchuan Tian, Haoran Wang, Siddhant Arora, Takashi Maekaku, Keita Goto, Jin Sakuma, Yusuke Shinohara, Chao-Han Huck Yang, Shinji Watanabe"
li2024baichuan-omni,Baichuan-Omni,2410.08565v4,2024.10.11,2024.12.27,Baichuan-Omni Technical Report,,,,,,,"Yadong Li, Haoze Sun, Mingan Lin, Tianpeng Li, Guosheng Dong, Tao Zhang, Bowen Ding, Wei Song, Zhenglin Cheng, Yuqi Huo, Song Chen, Xu Li, Da Pan, Shusen Zhang, Xin Wu, Zheng Liang, Jun Liu, Tao Zhang, Keer Lu, Yaqi Zhao, Yanjun Shen, Fan Yang, Kaicheng Yu, Tao Lin, Jianhua Xu, Zenan Zhou, Weipeng Chen"
lajszczak2024base,BASE TTS,2402.08093v2,2024.02.12,2024.02.15,BASE TTS: Lessons from Building a Billion-Parameter Text-to-Speech Model on 100K Hours of Data,,,,,TTS,,"Mateusz Łajszczak, Guillermo Cámbara, Yang Li, Fatih Beyhan, Arent van Korlaar, Fan Yang, Arnaud Joly, Álvaro Martín-Cortinas, Ammar Abbas, Adam Michalski, Alexis Moinet, Sri Karlapati, Ewa Muszynska, Haohan Guo, Bartosz Putrycz, Soledad López Gambino, Kayeon Yoo, Elena Sokolova, Thomas Drugman"
chen2022beats,BEATs,2212.09058v1,2022.12.18,2022.12.18,BEATs: Audio Pre-Training with Acoustic Tokenizers,,,,,,,"Sanyuan Chen, Yu Wu, Chengyi Wang, Shujie Liu, Daniel Tompkins, Zhuo Chen, Furu Wei"
chiu2022self-supervised,Best-RQ,2202.01855v2,2022.02.03,2022.06.29,Self-Supervised Learning with Random-Projection Quantizer for Speech Recognition,,,,,,,"Chung-Cheng Chiu, James Qin, Yu Zhang, Jiahui Yu, Yonghui Wu"
chen2024bestow,BESTOW,2406.19954v1,2024.06.28,2024.06.28,BESTOW: Efficient and Streamable Speech Language Model with the Best of Two Worlds in GPT and T5,NVIDIA@USA,,,,,,"Zhehuai Chen, He Huang, Oleksii Hrinchuk, Krishna C. Puvvada, Nithin Rao Koluguri, Piotr Żelasko, Jagadeesh Balam, Boris Ginsburg"
xin2024bigcodec,BigCodec,2409.05377v1,2024.09.09,2024.09.09,BigCodec: Pushing the Limits of Low-Bitrate Neural Speech Codec,"The University of Tokyo, Microsoft, Keio University",,,,,,"Detai Xin, Xu Tan, Shinnosuke Takamichi, Hiroshi Saruwatari"
lee2022bigvgan,BigVGAN,2206.04658v2,2022.06.09,2023.02.16,BigVGAN: A Universal Neural Vocoder with Large-Scale Training,Nvidia@USA,ICLR2023Poster,https://openreview.net/forum?id=iTtGCMDEzS_,https://bigvgan-demo.github.io/,Vocoder,https://github.com/NVIDIA/BigVGAN,"Sang-gil Lee, Wei Ping, Boris Ginsburg, Bryan Catanzaro, Sungroh Yoon"
shibuya2023bigvsan,BigVSAN,2309.02836v2,2023.09.06,2024.03.25,BigVSAN: Enhancing GAN-based Neural Vocoders with Slicing Adversarial Network,,,,,Vocoder,,"Takashi Shibuya, Yuhta Takida, Yuki Mitsufuji"
du2024bivocoder,BiVocoder,2406.02162v1,2024.06.04,2024.06.04,BiVocoder: A Bidirectional Neural Vocoder Integrating Feature Extraction and Waveform Generation,,,,,,,"Hui-Peng Du, Ye-Xin Lu, Yang Ai, Zhen-Hua Ling"
wang2023blsp,BLSP,2309.00916v2,2023.09.02,2024.05.28,BLSP: Bootstrapping Language-Speech Pre-Training via Behavior Alignment of Continuation Writing,,,,,,,"Chen Wang, Minpeng Liao, Zhongqiang Huang, Jinliang Lu, Junhong Wu, Yuchen Liu, Chengqing Zong, Jiajun Zhang"
ioffe2015batch,BN,1502.03167v3,2015.02.11,2015.03.02,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,,ICML2015,,,Normalization,,"Sergey Ioffe, Christian Szegedy"
jahid2025bntts,BnTTS,2502.05729v1,2025.02.09,2025.02.09,BnTTS: Few-Shot Speaker Adaptation in Low-Resource Setting,,,,,,,"Mohammad Jahid Ibna Basher, Md Kowsher, Md Saiful Islam, Rabindra Nath Nandi, Nusrat Jahan Prottasha, Mehadi Hasan Menon, Tareq Al Muntasir, Shammur Absar Chowdhury, Firoj Alam, Niloofar Yousefi, Ozlem Ozmen Garibay"
sennrich2015neural,BPE,1508.07909v5,2015.08.31,2016.06.10,Neural Machine Translation of Rare Words with Subword Units,,,,,,,"Rico Sennrich, Barry Haddow, Alexandra Birch"
lee2021bidirectional,BVAE-TTS,,,2021.01.13,Bidirectional Variational Inference for Non-Autoregressive Text-to-Speech,,ICLR2021Poster,https://openreview.net/forum?id=o3iritJHLfO,,TTS,,"Yoonhyung Lee, Joongbo Shin, Kyomin Jung"
gu2020bytesing,ByteSing,2004.11012v2,2020.04.23,2021.01.25,ByteSing: A Chinese Singing Voice Synthesis System Using Duration Allocated Encoder-Decoder Acoustic Models and WaveRNN Vocoders,,,,,SVS,,"Yu Gu, Xiang Yin, Yonghui Rao, Yuan Wan, Benlai Tang, Yang Zhang, Jitong Chen, Yuxuan Wang, Zejun Ma"
battenberg2019effective,Capacitron,1906.03402v3,2019.06.08,2019.10.25,Effective Use of Variational Embedding Capacity in Expressive End-to-End Speech Synthesis,,,,,,,"Eric Battenberg, Soroosh Mariooryad, Daisy Stanton, RJ Skerry-Ryan, Matt Shannon, David Kao, Tom Bagby"
wang2025capspeech,CapSpeech,2506.02863v2,2025.06.03,2025.09.26,CapSpeech: Enabling Downstream Applications in Style-Captioned Text-to-Speech,,,,,,,"Helin Wang, Jiarui Hai, Dading Chong, Karan Thakkar, Tiantian Feng, Dongchao Yang, Junhyeok Lee, Thomas Thebaud, Laureano Moro Velazquez, Jesus Villalba, Zengyi Qin, Shrikanth Narayanan, Mounya Elhiali, Najim Dehak"
morrison2021chunked,CARGAN,2110.10139v2,2021.10.19,2022.03.03,Chunked Autoregressive GAN for Conditional Waveform Synthesis,,,,,,,"Max Morrison, Rithesh Kumar, Kundan Kumar, Prem Seetharaman, Aaron Courville, Yoshua Bengio"
xu2024an,CBRC,2402.01271v1,2024.02.02,2024.02.02,An Intra-BRNN and GB-RVQ Based END-TO-END Neural Audio Codec,,,,,,,"Linping Xu, Jiawei Jiang, Dejun Zhang, Xianjun Xia, Li Chen, Yijian Xiao, Piao Ding, Shenyi Song, Sixing Yin, Ferdous Sohel"
ho2022classifier,CFG,2207.12598v1,2022.07.26,2022.07.26,Classifier-Free Diffusion Guidance,,,,,Basic,,"Jonathan Ho, Tim Salimans"
fan2025cfg-zero*,CFG-Zero,2503.18886v2,2025.03.24,2025.04.03,CFG-Zero*: Improved Classifier-Free Guidance for Flow Matching Models,,,,,,,"Weichen Fan, Amber Yijia Zheng, Raymond A. Yeh, Ziwei Liu"
sotelo2017char2wav,Char2Wav,,,2017.02.18,Char2Wav: End-to-End Speech Synthesis,,ICLR2017,https://openreview.net/forum?id=B1VWyySKx,,TTS,,"Jose Sotelo, Soroush Mehri, Kundan Kumar, Joao Felipe Santos, Kyle Kastner, Aaron Courville, Yoshua Bengio"
dong2019cif,CIF,1905.11235v4,2019.05.27,2020.02.12,CIF: Continuous Integrate-and-Fire for End-to-End Speech Recognition,,,,,ASR,,"Linhao Dong, Bo Xu"
kim2024clam-tts,CLaM-TTS,2404.02781v1,2024.04.03,2024.04.03,CLaM-TTS: Improving Neural Codec Language Model for Zero-Shot Text-to-Speech,KRAFTON@KOR,ICLR2024Poster,,,,,"Jaehyeon Kim, Keon Lee, Seungjun Chung, Jaewoong Cho"
yat2025clear,CLEAR,2508.19098v1,2025.08.26,2025.08.26,CLEAR: Continuous Latent Autoregressive Modeling for High-Quality and Low-Latency Speech Synthesis,,,,,,,"Chun Yat Wu, Jiajun Deng, Guinan Li, Qiuqiang Kong, Simon Lui"
spijkervet2021contrastive,CLMR,2103.09410v2,2021.03.17,2021.09.24,Contrastive Learning of Musical Representations,,,,,,,"Janne Spijkervet, John Ashley Burgoyne"
li2024cm-tts,CM-TTS,2404.00569v1,2024.03.31,2024.03.31,CM-TTS: Enhancing Real Time Text-to-Speech Synthesis Efficiency through Weighted Samplers and Consistency Models,"BUPT@CHN, SUTD@SGP",NAACL2024,,,,,"Xiang Li, Fan Bu, Ambuj Mehrish, Yingting Li, Jiale Han, Bo Cheng, Soujanya Poria"
rozière2023code,Code LLaMA,2308.12950v3,2023.08.24,2024.01.31,Code LLaMA: Open Foundation Models for Code,,,,,,,"Baptiste Rozière, Jonas Gehring, Fabian Gloeckle, Sten Sootla, Itai Gat, Xiaoqing Ellen Tan, Yossi Adi, Jingyu Liu, Romain Sauvestre, Tal Remez, Jeremy Rapin, Artyom Kozhevnikov, Ivan Evtimov, Joanna Bitton, Manish Bhatt, Cristian Canton Ferrer, Aaron Grattafiori, Wenhan Xiong, Alexandre Defossez, Jade Copet, Faisal Azhar, Hugo Touvron, Louis Martin, Nicolas Usunier, Thomas Scialom, Gabriel Synnaeve"
guo2024speaking,CoFi-Speech,2409.11630v1,2024.09.18,2024.09.18,Speaking from Coarse to Fine: Improving Neural Codec Language Model via Multi-Scale Speech Coding and Generation,"CUHK@CHN, Xiaohongshu@CHN",,,,,,"Haohan Guo, Fenglong Xie, Dongchao Yang, Xixin Wu, Helen Meng"
ardila2019common,Common Voice,1912.06670v2,2019.12.13,2020.03.05,Common Voice: A Massively-Multilingual Speech Corpus,,,,,Dataset,,"Rosana Ardila, Megan Branson, Kelly Davis, Michael Henretty, Michael Kohler, Josh Meyer, Reuben Morais, Lindsay Saunders, Francis M. Tyers, Gregor Weber"
lu2024comosvc,CoMoSVC,2401.01792v1,2024.01.03,2024.01.03,CoMoSVC: Consistency Model-Based Singing Voice Conversion,,,,,SVC,,"Yiwen Lu, Zhen Ye, Wei Xue, Xu Tan, Qifeng Liu, Yike Guo"
gulati2020conformer,Conformer,2005.08100v1,2020.05.16,2020.05.16,Conformer: Convolution-Augmented Transformer for Speech Recognition,,InterSpeech2020,,,,,"Anmol Gulati, James Qin, Chung-Cheng Chiu, Niki Parmar, Yu Zhang, Jiahui Yu, Wei Han, Shibo Wang, Zhengdong Zhang, Yonghui Wu, Ruoming Pang"
qian2022contentvec,ContentVec,2204.09224v2,2022.04.20,2022.06.23,ContentVec: An Improved Self-Supervised Speech Representation by Disentangling Speakers,,,,,,,"Kaizhi Qian, Yang Zhang, Heting Gao, Junrui Ni, Cheng-I Lai, David Cox, Mark Hasegawa-Johnson, Shiyu Chang"
ji2024controlspeech,ControlSpeech,2406.01205v3,2024.06.03,2025.06.04,ControlSpeech: Towards Simultaneous and Independent Zero-Shot Speaker Cloning and Zero-Shot Language Style Control,ZJU@CHN,ACL2025,,,,,"Shengpeng Ji, Qian Chen, Wen Wang, Jialong Zuo, Minghui Fang, Ziyue Jiang, Hai Huang, Zehan Wang, Xize Cheng, Siqi Zheng, Zhou Zhao"
liu2022convnet,ConvNeXt,2201.03545v2,2022.01.10,2022.03.02,A ConvNet for the 2020s,,,,,,,"Zhuang Liu, Hanzi Mao, Chao-Yuan Wu, Christoph Feichtenhofer, Trevor Darrell, Saining Xie"
woo2023convnextv2,ConvNeXt V2,2301.00808v1,2023.01.02,2023.01.02,ConvNeXt V2: Co-Designing and Scaling ConvNets with Masked Autoencoders,,CVPR2023,,,,,"Sanghyun Woo, Shoubhik Debnath, Ronghang Hu, Xinlei Chen, Zhuang Liu, In So Kweon, Saining Xie"
okamoto2024convnext,ConvNeXt-TTS,,,2024.04.14,ConvNeXt-TTS and ConvNeXt-VC: ConvNeXt-Based Fast End-to-End Sequence-to-Sequence Text-to-Speech and Voice Conversion,,ICASSP2024,https://doi.org/10.1109/ICASSP48485.2024.10446890,,,,"Takuma Okamoto, Yamato Ohtani, Tomoki Toda, Hisashi Kawai"
pan2023cosmic,COSMIC,2311.02248v2,2023.11.03,2024.06.14,COSMIC: Data Efficient Instruction-Tuning for Speech in-Context Learning,,,,,,,"Jing Pan, Jian Wu, Yashesh Gaur, Sunit Sivasankaran, Zhuo Chen, Shujie Liu, Jinyu Li"
du2024cosyvoice,CosyVoice,2407.05407v2,2024.07.07,2024.07.09,CosyVoice: A Scalable Multilingual Zero-Shot Text-to-Speech Synthesizer Based on Supervised Semantic Tokens,,,,,,,"Zhihao Du, Qian Chen, Shiliang Zhang, Kai Hu, Heng Lu, Yexin Yang, Hangrui Hu, Siqi Zheng, Yue Gu, Ziyang Ma, Zhifu Gao, Zhijie Yan"
